storeName,address,province,city,longitude,latitude,外国餐厅,中餐厅,茶艺馆,甜品店,娱乐场所,咖啡厅,冷饮店,快餐厅,住宅区,楼宇,商场,培训机构,学校
北京西单汉光百货商场店,"北京市西城区西单北大街中友百货一层",北京市,北京市,116.37593389,39.90922459,33,202,4,10,1,21,29,143,23,18,8,4,0
重庆美邻汇店,"重庆渝北区大竹林斑竹路19号金科美邻汇2栋L-14星巴克店",重庆市,重庆市,106.474530100822,29.6216314879743,1,59,8,0,0,1,0,10,11,1,1,17,0
诺宝中心店,"上海市闵行区漕宝路1688号108单元",上海市,上海市,121.3733057,31.15788816,0,13,1,0,0,3,0,2,35,4,0,6,0
五月花生活广场店,"上海市静安区芷江西路518号（一层101单元及二层201、239单元）",上海市,上海市,121.456283211773,31.2564013234212,4,76,5,0,1,3,2,27,68,18,2,17,4
合肥瑶海万达广场店,"安徽省合肥市瑶海区临泉路与和县路交口万达广场地上一层1031号星巴克",安徽省,合肥市,117.349678,31.876352,10,103,4,1,2,4,15,42,5,4,1,21,0
宁德闽东中路店,"福建省宁德市东侨经济开发区闽东中路32号联信财富广场A区1号楼地上一层101-1、102-1以及13",福建省,宁德市,119.5489,26.665113,7,45,2,3,3,1,5,40,16,5,3,14,0
泉州晋江五店市分店,"晋江五店市梅岭街道蔡厝、桂山社区传统街区庄杰线宅（又名“柳青新宅”）",福建省,泉州市,118.5800182,24.8176202699999,13,151,3,5,8,14,20,49,22,4,0,37,0
苏州拙政园店,"江苏省苏州市姑苏区东北街168号A组6室",江苏省,苏州市,120.63116005,31.32358106,1,70,8,4,4,8,11,20,36,1,0,3,0
台州市第一人民医院店,"浙江省台州市黄岩区横街218号台州市第一人民医院住院楼一层001号铺位",浙江省,台州市,121.264694094788,28.6441602798981,5,76,0,0,1,4,7,31,13,9,2,48,1
常州泰富店,"江苏省常州市延陵西路91号202-208室",江苏省,常州市,119.956268,31.778536,39,187,7,11,9,22,27,88,21,38,15,150,3
科创动力店,"上海市徐汇区宜山路700号B2幢楼108单元",上海市,上海市,121.41782708,31.17599227,6,42,2,0,2,7,2,28,71,11,1,30,0
曲靖金都广场店,"麒麟区寥廓南路218号雄业218购物公园",云南省,曲靖市,103.791983127594,25.4907086608914,4,154,2,1,0,4,8,31,22,2,3,22,2
松江五龙广场店,"上海市松江区光星路1399号1层108单元",上海市,上海市,121.24091812,31.05683715,25,113,2,2,6,13,15,47,5,6,4,65,0
杭州远洋乐堤港B1店,"浙江省杭州市拱墅区丽水路58号044室",浙江省,杭州市,120.143919,30.305246,15,57,2,1,5,9,2,26,15,16,1,14,0
中远两湾城店,"上海市普陀区中潭路71号",上海市,上海市,121.44102036953,31.255028326829,4,37,0,1,0,4,4,19,63,7,1,21,0
福州宝龙广场店,"福州市台江区宁化街道工业路193号福州宝龙城市广场（一期）地面一层150、151、152号铺位",福建省,福州市,119.291697,26.062035,37,268,4,12,6,17,37,133,27,10,9,22,0
杭州运河上街店,"浙江省杭州市拱墅区台州路2号运河上街商业中心151铺位",浙江省,杭州市,120.14274583,30.31856567,8,61,3,3,0,6,9,26,21,4,2,40,0
常熟虞景文华店,"江苏省常熟市北门大街虞景文华商业广场19幢-1",江苏省,苏州市,120.740339398416,31.6511420107517,1,25,6,0,3,4,3,6,11,1,0,6,0
西安华为店,"陕西省长安区锦业路与丈八七路交汇处，华为西安研究所内",陕西省,西安市,108.839801,34.199,0,5,0,0,0,0,0,1,3,2,0,0,0
苏州昆山淀山湖中市路店,"江苏省昆山市淀山湖镇中市路312号",江苏省,苏州市,121.028074980158,31.1820446126109,0,41,0,0,0,1,4,10,9,2,0,4,0
江门星汇广场店,"江门市新会区会城大新路50号星汇广场 一层1001、1002 号商铺部分区域及二层的 2108商铺",广东省,江门市,113.0373268,22.5194171099999,20,151,5,11,1,10,41,78,23,40,4,69,3
宁波慈溪保利广场店,"浙江省慈溪市三北西大街1151、1553号A1—020a室",浙江省,宁波市,121.2113428,30.17964394,5,10,0,1,0,1,0,11,10,0,2,10,0
衡阳连卡福店,"湖南省衡阳市蒸湘区426号连卡福商业广场一层",湖南省,衡阳市,112.55754099,26.89386882,2,40,11,2,2,4,1,16,27,1,1,11,0
广州太古汇店,"天河路383号太古汇商场裙楼内地铁上层MU23号",广东省,广州市,113.33216173,23.13393786,49,191,4,8,11,29,15,82,47,51,6,71,0
济南印象城店,"济南市历城区花园路136号",山东省,济南市,117.0635586977,36.6835719804168,24,225,0,7,3,6,23,116,40,20,9,72,2
哈尔滨新一百店,"哈尔滨市道里区石头道街118号一层",黑龙江省,哈尔滨市,126.62477364,45.77012657,47,291,1,14,10,16,23,183,23,29,30,23,0
长沙开福万达II店,"长沙市开福区中山路589号开福万达2号门旁1楼",湖南省,长沙市,112.970126,28.198895,15,148,5,4,11,16,15,69,23,12,2,35,0
望月路店,"上海市徐汇区望月路885号",上海市,上海市,121.46038198,31.11701202,1,17,2,0,0,3,0,3,8,0,0,1,0
天津武清意安广场店,"天津市武清区前进道与翠通路交口威尼都H1-101，102A",天津市,天津市,117.01242129,39.3781512799999,3,13,0,1,0,2,2,12,3,0,2,4,0
嘉兴海宁正翔店,"浙江省嘉兴市海宁市联合路97号海宁正翔商业广场1层1021商铺",浙江省,嘉兴市,120.68255937,30.52023701,1,60,2,1,0,2,5,20,20,1,1,19,0
杭州金逸影视中心店,"杭州市下城区东新路655号1层1-13单元",浙江省,杭州市,120.173386,30.316358,2,41,1,1,1,1,1,21,24,6,3,33,0
金外滩花园店,"上海市黄浦区老太平弄100号",上海市,上海市,121.50138904,31.22343321,8,31,2,2,3,6,3,6,45,19,0,4,0
上海湾店,"上海市浦东区浦东南路1138号181-184",上海市,上海市,121.51363,31.22663,38,115,3,6,4,28,9,129,58,27,13,69,4
苏州狮山名门店,"江苏省苏州市高新区塔园路201号苏州名门易生活广场1层1063、1064、1067、1068单元",江苏省,苏州市,120.555855989587,31.300424758609,8,60,1,1,0,4,11,32,12,5,3,24,4
时代金融店,"上海市浦东新区银城中路68号时代金融大厦2楼",上海市,上海市,121.506554,31.24118,28,40,1,0,6,18,3,20,3,28,2,1,0
锦州万达广场店,"辽宁省锦州市松山新区科技路21号万达广场一楼星巴克",辽宁省,锦州市,121.126263141632,41.0904825119223,10,36,0,1,3,2,5,31,4,0,2,16,0
北京工体北路第二咖啡店,"北京市朝阳区工人体育场北路8号院1号楼1 层1118",北京市,北京市,116.45324784,39.9329486399999,111,235,5,15,67,63,27,74,78,37,13,27,0
赣州步步高新天地店,"赣州市章贡区红旗大道33号1001",江西省,赣州市,114.939608573913,25.8490134371061,10,139,1,6,2,4,19,47,32,11,11,72,3
光大会展店,"上海市徐汇区漕宝路78号1001室",上海市,上海市,121.42830175,31.16777459,23,102,1,7,1,8,17,34,122,18,2,26,4
金华武义壶山广场店,"浙江省金华市武义县俞源街159号壶山广场C区一层1F-01商铺",浙江省,金华市,119.81294276,28.89316283,4,139,1,5,1,5,22,23,20,6,6,26,2
台州意得店,"浙江省台州市椒江区天和路88号星巴克",浙江省,台州市,121.41295383,28.65309848,31,141,3,4,11,5,16,100,3,22,8,41,0
成都华侨城店,"四川成都市金牛区沙西线交大立交外侧华侨城公园广场内一层商业街C3101-C3102",四川省,成都市,104.037222,30.719964,0,13,2,1,0,2,1,6,1,1,1,3,0
启东环球大厦店,"江苏省启东环球大厦文峰电器总汇江海中路606号1楼",江苏省,南通市,121.65761099,31.80930069,9,63,1,6,1,4,22,39,12,14,5,41,0
成都曙光国际店,"成都市高新区天晖中街56号",四川省,成都市,104.06487307,30.5935434,4,98,6,3,0,15,10,39,15,15,3,23,1
台州温岭千禧店,"浙江省台州温岭市太平街道东城路20号",浙江省,台州市,121.36599745,28.36790572,4,93,0,0,1,1,7,21,13,9,3,89,3
爱琴海购物公园2店,"上海市闵行区上海市闵行区虹井路120弄6号幢F111b+F111c号商铺",上海市,上海市,121.373530626297,31.1744984169644,79,161,11,2,19,29,12,53,28,24,13,36,0
北京首都国际机场6店,"北京市顺义区首都国际机场三号航站楼国际隔离区B2S13",北京市,北京市,116.612448,40.075902,0,2,0,0,0,7,0,3,0,0,3,0,0
武汉泛海城市广场店,"武汉市江汉区云杉路199号泛海城市广场购物中心1楼",湖北省,武汉市,114.255525112021,30.6040416492985,9,23,3,1,4,2,1,18,7,9,2,9,0
明珠店,"上海市黄浦区肇嘉浜路212号明珠大酒店大堂",上海市,上海市,121.462502,31.203688,15,83,8,0,4,16,4,41,142,29,0,29,8
上海书城店,"上海市黄浦区福州路465号2楼东侧商铺",上海市,上海市,121.48147,31.233358,64,392,7,11,20,56,39,129,191,64,21,64,13
佛山招商IPARK分店,"佛山市南海区桂城街道桂澜北路26号依云置地中心101-1号铺",广东省,佛山市,113.15599283,23.06181557,18,105,0,11,1,11,27,36,15,15,7,37,0
杭州乐富智汇园店,"杭州市拱墅区祥园路28号107、108商铺",浙江省,杭州市,120.11185506,30.33499027,2,51,0,0,1,6,1,22,3,9,0,5,1
自贡百盛店,"汇兴路中段新美三期330号百盛购物中心地面一层",四川省,自贡市,104.771515130996,29.3325959439811,1,30,10,1,2,4,1,6,9,1,3,3,0
北京大兴天宫院凯德一店,"北京市大兴区华佗路2号L1-05B块",北京市,北京市,116.31962781,39.67230921,4,28,1,0,0,3,1,13,4,1,1,11,0
南京苏宁易购店,"江苏省南京市玄武区苏宁大道1-9号",江苏省,南京市,118.892787,32.088077,6,14,2,0,1,6,1,7,4,7,1,3,0
苏州阳澄湖中路店,"江苏省苏州市相城区阳澄湖中路99号苏州星云汇生活广场1层L01-031-A单元",江苏省,苏州市,120.635373,31.365133,3,65,0,1,0,4,3,15,5,3,4,7,0
珠海奥园广场店,"珠海市新香洲旅游路及梅界路交界奥园广场首层1号门侧星巴克",广东省,珠海市,113.51382464,22.28330542,6,32,0,0,3,3,7,17,3,1,1,8,0
衡阳万达广场店,"湖南省衡阳市蒸湘区幸福路13号万达广场一层1001号商铺",湖南省,衡阳市,112.59336252,26.88338224,4,37,1,2,1,1,3,16,10,1,1,2,0
宝山安信店,"上海市宝山区牡丹江路1238号-B区-106室",上海市,上海市,121.488767981791,31.3931677852821,9,26,1,0,1,7,8,21,9,6,2,17,3
武汉洪山广场站店,"湖北省武汉市洪山地铁站负一层商业街（靠近D出口）",湖北省,武汉市,114.33638155,30.5459199499999,9,39,9,0,3,9,2,30,17,14,2,31,2
北京北清路永旺商城店,"北京昌平区北清路1号院1号楼永旺国际商城购物中心1层NO.120区域",北京市,北京市,116.290712189999,40.0958565899999,3,70,0,4,3,3,6,48,1,4,4,11,0
苏州水巷邻里店,"江苏省苏州市工业园区水坊路36号水巷邻里B区16幢",江苏省,苏州市,120.682235241001,31.3005668519062,4,11,1,0,7,5,2,1,7,0,1,4,0
桂林国贸益华城店,"桂林七星区七星路26号一层1A02号",广西壮族自治区,桂林市,110.318135619163,25.2611967795365,6,87,4,2,1,6,4,11,35,6,2,53,0
漳州碧湖万达广场店,"福建省漳州市龙文区建元东路2号漳州碧湖万达广场地上第一层自编号1001号铺位及1002A号铺位",福建省,漳州市,117.67733306,24.49714526,10,119,3,10,5,6,24,46,13,7,3,65,0
北京西大望路温特莱店,"北京市朝阳区西大望路1号温特莱中心一层",北京市,北京市,116.476662,39.912909,34,162,8,5,8,23,11,90,77,32,3,28,1
汕头黄山路分店,"汕头市龙湖区黄山路16号F16购物中心地上一层L103单元",广东省,汕头市,116.74640297,23.3586122799999,6,52,9,2,2,2,8,24,30,1,1,49,0
成都市博瑞创意成都店,"锦江区三色路38号",四川省,成都市,104.08483615,30.5873309199999,0,9,0,1,0,3,0,2,1,16,0,0,0
大柏树店,"上海市虹口区汶水东路351号1幢101室、102室",上海市,上海市,121.482366084856,31.290813263509,7,54,1,2,0,9,3,20,33,6,0,14,0
汇融天地店,"上海市普陀区曹杨路555号",上海市,上海市,121.41850095,31.2369062,16,143,2,5,2,14,13,67,91,22,3,46,2
城建大厦店,"上海市浦东新区福山路500号",上海市,上海市,121.535775304037,31.2201418301656,2,14,0,1,0,7,0,10,2,16,0,5,1
沈阳中街店,"沈阳市沈河区中街路205号0101馆一层",辽宁省,沈阳市,123.46170597,41.80119675,39,294,7,17,6,23,28,230,23,23,22,29,1
广州雄峰城店,"广东省广州市番禺区钟村镇105国道钟村新城区路段西侧雄峰商城场2之首层B1-1013号",广东省,广州市,113.305028,22.970275,5,60,3,0,3,2,5,26,11,4,6,24,0
深圳来福士广场店,"广东省深圳市南山区南海大道2163号深圳来福士广场地上一层19号和二层18号",广东省,深圳市,113.9248979,22.5140065999999,16,248,5,2,7,10,19,106,38,49,6,71,1
青岛保利广场店,"青岛市市北区哈尔滨路88号保利广场1020、1021商铺",山东省,青岛市,120.3918582201,36.1094106449269,20,124,4,5,9,16,9,80,15,4,5,43,0
深圳西丽益田假日里店,"深圳市南山区桃源街道留仙大道北侧西丽益田假日里首层L1-11单元",广东省,深圳市,113.963928222656,22.5829782611321,7,114,2,1,1,4,3,49,15,8,2,15,0
武汉火车站到达层,"武汉市青山区武汉火车站到达层靠近西出站口",湖北省,武汉市,114.423696,30.607523,0,32,0,0,0,2,1,14,0,1,0,0,0
建滔广场店,"上海市长宁区通协路269号1F130室",上海市,上海市,121.35579349,31.22512313,9,19,0,1,0,14,2,32,38,29,2,3,0
连云港嘉瑞宝广场店,"江苏省连云港市连云区中山西路111号嘉瑞宝广场一层",江苏省,连云港市,119.369797,34.737778,8,116,1,1,0,3,6,52,9,15,5,23,1
虹桥天地一店,"上海市闵行区申长路900号虹桥天地广场2号楼一层103单元",上海市,上海市,121.314412594365,31.1940809311235,45,134,2,4,3,29,23,66,4,21,15,13,0
南昌世茂广场店,"江西省南昌市红谷滩新区红谷中大道1706号南昌世茂广场一层119号",江西省,南昌市,115.867644189999,28.6930388299999,17,112,2,3,3,6,5,45,17,22,5,18,0
长沙中海环宇城店,"天心区中意二路111号中海环宇城一层L1-02-C单元",湖南省,长沙市,112.98565692,28.06930819,4,44,1,1,0,1,2,21,3,1,2,16,0
苏州长发商厦店,"江苏省苏州市姑苏区临顿路101-141号1-30单元",江苏省,苏州市,120.62969291197,31.3124139171916,22,206,15,10,13,26,38,75,39,11,9,48,3
福州马尾中环广场店,"福州市马尾区马江园区罗星路西北侧马尾中环广场地上一层 C01号商铺",福建省,福州市,119.466146159999,25.9946109099999,1,58,1,0,1,1,3,8,12,2,2,11,0
保定先天下广场店,"保定市朝阳北大街799号保定北国先天下购物广场一层",河北省,保定市,115.46960833,38.88997622,10,131,5,4,3,8,7,64,29,10,2,24,1
东莞莞城万科中心店,"东莞市莞城区旗峰路200号万科中心首层L1-001商铺",广东省,东莞市,113.76435675,23.0248153699999,10,59,2,4,4,10,7,39,10,17,2,10,0
厦门吕岭路店,"福建省厦门市湖里区吕岭路 1068 号东百蔡塘广场 A-29 号店铺",福建省,厦门市,118.15578841,24.4858563099999,10,199,3,2,7,7,13,92,19,2,3,17,0
深圳龙城广场店,"深圳市龙岗区龙岗大道与龙城大道交汇处万科时代广场4栋零售商区地上一层L1-40A和L1-51单元；",广东省,深圳市,114.25103676,22.7176255199999,11,50,6,1,3,3,9,25,9,18,6,26,0
广州高德地置地冬广场店,"天河区珠江东路12、14、16 号高德置地冬广场第三层自编311、312号",广东省,广州市,113.326892,23.120343,85,228,5,7,24,44,28,72,22,39,19,29,1
宝武大厦店,"上海市浦东新区世博大道1859号",上海市,上海市,121.486120104527,31.1850598018734,1,5,0,0,0,7,0,4,0,21,0,0,0
深圳学府路店,"深圳市南山区南油大道西、学府路南中润大厦一层C商铺",广东省,深圳市,113.92871827,22.52630409,19,126,9,9,11,16,12,48,52,25,4,41,0
天津环球置地广场咖啡店,"天津市南开区南京路309号一层102",天津市,天津市,117.17767124,39.12171536,11,153,0,3,3,10,4,70,33,27,1,29,1
佛山山海名门店,"佛山市南海区里广路 2 号山海汇花园 11号楼地上一层101室及二层201室",广东省,佛山市,113.206531405448,23.1738792618133,1,16,0,1,0,3,3,6,4,3,4,14,0
杨浦百联滨江购物中心店,"上海市杨浦区宁国路218号L1层1A-024室",上海市,上海市,121.537641048398,31.2643986086934,14,155,0,4,0,5,13,37,76,12,3,19,4
杭州丁兰广场店,"浙江省杭州市江干区蕙兰雅路388号3幢129、130室",浙江省,杭州市,120.230903148585,30.3531960869875,9,128,2,0,2,2,9,23,16,6,2,48,0
深圳益田假日广场店,"深圳市南山区深南大道9028号益田假日广场B1层4号铺",广东省,深圳市,113.975867,22.537111,22,80,0,2,6,12,13,36,34,5,1,19,0
广州中山3路2号店,"广州市越秀区中山3路2号",广东省,广州市,113.286662019999,23.1267898199999,24,100,1,2,2,10,21,35,47,16,5,32,3
宁波集盒店,"浙江省宁波市江东区徐戎路（临）39号4号楼101室",浙江省,宁波市,121.57392582,29.87301153,1,69,2,1,4,7,1,13,68,6,3,10,1
南京应天大街欧尚店,"江苏省南京市建邺区应天大街866号1层的YT127-A商铺",江苏省,南京市,118.743376851016,32.0210748375136,13,67,1,9,2,5,3,22,11,3,3,5,1
柳州万达广场店,"柳州市东环大道256号万达广场第一层1068号商铺",广西壮族自治区,柳州市,109.44121812,24.32969275,20,130,1,2,3,6,14,65,19,4,1,16,1
苏州锦华苑店,"江苏省苏州市高新区狮山路100号A区GF01室",江苏省,苏州市,120.563956260812,31.2940569318519,61,51,0,1,10,11,2,15,33,12,4,21,1
枫林国际大厦店,"上海市徐汇区枫林路380号102室",上海市,上海市,121.45714748,31.1913368,1,52,1,0,1,4,3,18,65,14,0,9,2
华山路,"上海市静安区华山路301号1FA3",上海市,上海市,121.446487686389,31.2188735705232,61,132,5,6,23,35,10,41,160,39,3,16,0
北京南站第六咖啡店,"北京市丰台区北京南站换乘层4号出站口北侧区域的单元",北京市,北京市,116.380298,39.864664,3,38,0,0,0,12,3,46,10,1,0,1,0
贵阳中大国际购物中心店,"贵阳市云岩区贵乌北路199号中大国际购物中心一层L104号",贵州省,贵阳市,106.72082505,26.6040160499999,12,186,2,2,1,5,9,122,42,9,1,16,0
苏州太平邻里商业广场店,"江苏省苏州市相城区太平大街84号F104",江苏省,苏州市,120.701665163105,31.4309618620601,3,53,1,0,0,2,3,27,3,1,3,12,0
天津永旺梦乐城滨海店,"天津经济技术开发区时尚东路29 号永旺梦乐城天津TEDA 购物中心1层区域120单元",天津市,天津市,117.730334,39.031055,8,18,0,2,0,2,4,27,3,2,4,3,0
北京南站第三咖啡店,"北京南站换乘层中区商业面向地铁南口西侧",北京市,北京市,116.37930941,39.86526905,3,41,0,0,0,12,3,45,7,1,0,2,0
杭州西溪首座店,"浙江省杭州市西湖区文一西路588号11幢101A室",浙江省,杭州市,120.074148,30.289826,13,82,2,4,3,10,14,22,4,9,3,18,0
苏州产业园店,"江苏省苏州市工业园区东长路88号",江苏省,苏州市,120.774787545269,31.3086639743424,5,5,0,0,0,2,0,1,0,0,0,1,0
西安海璟民生店,"陕西省西安市经济技术开发区凤城八路以北，文景路以西盐东村城改项目零售商区一、二层",陕西省,西安市,108.937295,34.341859,8,119,6,3,6,10,6,38,10,13,5,31,0
天津滨海万达广场店,"天津滨海新区洞庭路4572号地面一层1001号铺位",天津市,天津市,117.67727553,39.01300631,5,36,1,3,1,2,10,18,6,0,2,20,0
浦项店,"上海市浦东新区世纪大道1600号",上海市,上海市,121.5343587,31.22405658,9,21,5,2,1,17,1,8,26,34,0,11,0
佛山悦万广场分店,"广东省佛山市南海区桂城街道南海大道北46号南海悦万城第一层的1F-43 单元",广东省,佛山市,113.140934,23.042196,6,140,2,2,0,5,11,30,33,24,5,27,0
北京嘉盛SOHO中心店,"北京市朝阳区东三环北路甲19号嘉盛中心首层西侧大堂",北京市,北京市,116.463799,39.926746,15,63,1,0,1,7,2,32,104,24,2,22,5
郑州大商新玛特金博大店,"郑州市北二七路200号金博大城一楼",河南省,郑州市,113.666191,34.754951,32,376,2,13,12,19,77,222,18,22,26,36,0
长沙保利Mall店,"长沙市雨花区劳动东路268号保利Mall一层",湖南省,长沙市,113.045943,28.157035,2,26,0,1,0,5,4,5,8,0,4,9,0
中山沙溪星宝时代店,"中山市沙溪镇星宝路2号星宝明珠花园3期23幢12卡自编2A号商铺",广东省,中山市,113.327123522758,22.5252328640413,12,128,2,4,1,6,15,35,23,14,7,30,0
东莞常平翔龙天地广场店,"广东省东莞市常平镇常平大道88号翔龙天地广场1024号铺位",广东省,东莞市,114.004461765289,22.97299367298,3,66,2,2,2,2,4,21,14,20,2,50,0
宁波慈溪吾悦广场店,"浙江省宁波市慈溪新城大道南路1449号一层1001单元",浙江省,宁波市,121.259665488541,30.1427418251628,1,23,0,0,0,2,4,9,1,0,1,3,0
扬州京华城店,"江苏省扬州市京华城路168号1楼1005铺位",江苏省,扬州市,119.37500019,32.38429895,26,83,6,11,6,11,20,47,9,7,4,24,0
绍兴人民医院店,"浙江省绍兴市越城区中兴北路568号住院部一层101单元",浙江省,绍兴市,120.59416154,30.02131182,1,61,2,1,1,2,3,9,12,7,0,0,0
舟山普陀美乐汇店,"浙江省舟山市普陀区海印路780-1号",浙江省,舟山市,122.32156536,29.96990306,11,68,2,0,3,4,11,27,8,8,2,4,0
贵阳世纪金源国贸店,"贵州省贵阳市金阳新区金阳南路6号世纪金源购物中心A座1层",贵州省,贵阳市,106.62416042,26.60063716,9,100,3,1,1,8,9,48,10,16,5,14,1
苏州吴江盛家厍店,"江苏省苏州市吴江区中山南路2100号第一层C3-12单元",江苏省,苏州市,120.643071770864,31.1519774211813,3,32,1,1,1,2,1,4,6,6,1,12,0
南京景枫广场1F店,"江苏省南京市江宁区双龙大道1698号F133铺位",江苏省,南京市,118.820603,31.930299,39,138,1,9,2,13,24,66,6,10,8,41,0
虹桥万科中心1F店,"上海市闵行区申长路988弄1层T2-105#号单元",上海市,上海市,121.314348220039,31.1966029120597,26,79,1,2,2,17,18,35,0,12,14,9,0
衢州常山东方广场店,"浙江省衢州市常山县紫港街道东方广场1层016商铺",浙江省,衢州市,118.52579263,28.90527592,0,14,0,1,0,1,0,1,3,4,1,2,0
杭州解百新世纪店,"杭州市上城区解放路249号解百新世纪第GF层及第1F层的002/101号商铺",浙江省,杭州市,120.16597813,30.25017292,52,297,9,13,17,26,29,79,95,15,9,21,1
龙湖虹桥天街1F店,"上海市闵行区申长路799号1层SHHQTJ-B-1F-23、24号商铺",上海市,上海市,121.31344699781,31.1912027800461,43,127,2,4,2,24,20,52,6,16,13,12,0
武汉汉口城市广场店,"湖北省武汉市江岸区建设大道延长线与幸福大道交汇处汉口城市广场二期一层35、37号",湖北省,武汉市,114.305938,30.651404,5,54,1,1,0,3,7,42,13,1,1,12,0
深圳喜荟城店,"深圳市罗湖区太宁路28号百仕达喜荟城225单元",广东省,深圳市,114.139058019999,22.56905662,8,80,3,4,1,2,10,43,101,24,5,50,0
淮海东路店,"上海市黄埔区淮海东路68号1楼",上海市,上海市,121.481323,31.226366,40,250,2,6,20,30,11,82,200,54,8,40,2
深圳石岩星城店,"深圳市宝安区宝石东路与羊台山路交汇处石岩星城首层L123号铺",广东省,深圳市,113.947310259999,22.68001299,3,111,4,1,3,1,4,40,17,15,5,18,1
尚品中心1F店,"上海市长宁区通协路272号-5J、272号-5K、272号-5L、272号-5M",上海市,上海市,121.35531,31.22715,5,15,0,0,1,7,1,24,27,22,1,1,0
松江文汇路店,"上海市松江区文汇路258号1区-1商铺",上海市,上海市,121.21540304,31.04961998,10,62,0,2,1,11,7,65,1,1,0,20,1
济南浪潮科技园店,"高新区浪潮路1036号浪潮科技园科研楼",山东省,济南市,117.127904891967,36.6616631854002,0,13,0,0,0,1,3,4,4,2,0,0,0
广州南国商苑店,"广州市天河区黄埔大道西106号维多利酒店首层01单元",广东省,广州市,113.336778,23.126377,17,129,8,2,2,11,8,60,30,26,2,17,1
广州白云岭南新世界店,"广州市白云区百顺北路1号首层L119单元",广东省,广州市,113.292396,23.235678,4,53,2,0,0,1,5,20,7,5,6,25,0
大连柏威年二店,"大连市中山区中山路129-3号柏威年大连购物中心地上一层",辽宁省,大连市,121.628774,38.918105,54,238,5,12,14,21,19,148,17,20,9,38,4
常州吾悦店,"江苏省常州市武进区武宜中路188号1F-120号",江苏省,常州市,119.94279255,31.72837694,17,218,1,9,2,8,20,79,19,12,3,57,2
上海火车站南广场VIP店,"上海市静安区秣陵路303号69幢一层R1单元",上海市,上海市,121.455773,31.248351,23,163,2,1,6,26,11,84,20,32,10,13,1
新淮海坊店,"上海市长宁区淮海西路676号1层01室",上海市,上海市,121.42251586,31.19703674,22,65,2,0,2,6,4,31,68,34,2,12,0
南通文峰城市广场店,"江苏省南通市崇川区虹桥路1号A区一 层1001单元，二 层2001 单元",江苏省,南通市,120.8842502,31.99718836,6,58,2,1,0,4,2,18,9,7,2,12,0
杭州断桥店,"浙江省杭州市西湖区北山街9号",浙江省,杭州市,120.15217392,30.25949882,2,24,2,0,9,8,1,2,3,4,0,1,1
武汉纽宾凯汉City店,"武汉市汉阳区芳草路97号纽宾凯汉City1楼",湖北省,武汉市,114.20611939,30.53355029,1,27,0,0,0,2,1,5,6,1,0,15,0
深圳国贸天虹店,"深圳市罗湖区人民南3002号国贸大厦一楼A区",广东省,深圳市,114.11950618,22.54083851,73,476,21,10,45,34,37,204,49,87,33,41,0
东莞松山湖店,"东莞松山湖高新技术产业开发区沁园路七号长城世家商业街105、106号商铺",广东省,东莞市,113.88850543,22.92591221,5,9,0,1,1,6,1,2,5,3,0,9,0
北京阜安路咖啡店,"北京市朝阳区望京东园一区120号楼-2至6层101内1层1F-19a和19b商铺",北京市,北京市,116.48228444,39.99851497,52,138,6,4,10,35,17,116,35,14,3,45,1
武汉世纪都会广场1店,"湖北省武汉市京汉大道与江汉路交汇处世纪都会广场一楼",湖北省,武汉市,114.286836609999,30.58389302,32,406,3,7,11,14,29,151,86,36,9,35,4
哈尔滨汇丽广场咖啡店,"哈尔滨市道里区上海街110号汇丽广场D栋",黑龙江省,哈尔滨市,126.60593627,45.7600632899999,17,192,3,4,4,8,3,41,14,10,5,42,1
常州现代传媒中心,"常州新北区龙锦路1590号",江苏省,常州市,119.972943305838,31.8151756394275,29,183,3,7,1,16,27,78,12,27,5,75,0
甜爱路店,"上海市虹口区四川北路2258号",上海市,上海市,121.48289501667,31.2680815342954,10,123,2,4,1,19,16,48,86,19,6,35,1
深圳深国投广场分店,"深圳市福田区农林路与侨香路交界口深国投广场01-11A,12A,13",广东省,深圳市,114.01201397,22.54466712,6,33,0,2,0,3,10,12,17,9,1,18,0
宜山路店,"上海市徐汇区宜山路675-1单元",上海市,上海市,121.42359487,31.17705951,2,51,2,0,1,3,2,21,52,4,1,18,0
沈阳中山广场店,"沈阳市和平区南京北街沈阳城市广场206号一层",辽宁省,沈阳市,123.408432,41.794617,19,113,0,5,7,9,4,32,22,22,4,18,1
上海南站店,"上海市徐汇区上海南站地下商场南馆的第一层第B区南1-B25号店铺",上海市,上海市,121.431801,31.152241,4,51,0,0,1,5,7,34,95,2,3,5,0
绍兴柯桥金昌IFC店,"浙江省绍兴市柯桥区柯桥街道世界贸易中心（南区）16幢0101室",浙江省,绍兴市,120.502336263853,30.0905278501685,19,38,5,0,3,6,3,11,10,20,1,10,0
廊坊燕郊永旺梦乐城店,"河北省三河市G102国道27号永旺梦乐城1层192号",河北省,廊坊市,116.86479325,39.94857296,4,32,0,2,0,2,7,11,4,1,3,2,0
富都广场店,"上海市浦东新区东方路1367号",上海市,上海市,121.52874801,31.2120477,5,92,1,3,2,2,7,29,127,22,1,29,2
杭州临平余之城店,"浙江省杭州市余杭区迎宾路501号余之城购物中心一楼155号单元",浙江省,杭州市,120.30309098,30.3948669,4,45,1,0,2,4,5,12,6,2,3,11,0
